id,title,slug,cluster,status,score,qa_path,draft_path,research_path,subtitle,main_keyword,extended_keywords,search_intent,unique_angle,reader_job,decision_moment,answer_claim,evidence_plan,non_overlap_claim,internal_link_targets,section_sequence,visual_plan
"d011","발뒤꿈치가 아침 첫걸음에 아플 때: 첫 통증과 하루 반응을 나누는 표","heel-pain-first-step-log","근골격","done","96","output/wonon/batch-110/qa/d011-heel-pain-first-step-log.json","output/wonon/batch-110/drafts/d011-heel-pain-first-step-log.mdx","output/wonon/batch-110/research/d011-heel-pain-first-step-log.json","아침 발뒤꿈치 통증: 첫걸음·신발·하루 반응을 한 장의 진료 준비 기록으로 정리합니다.","아침 발뒤꿈치 통증","아침 발뒤꿈치 통증, 첫걸음·신발·하루 반응, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","첫걸음·신발·하루 반응","아침 발뒤꿈치 통증 때문에 의료진에게 전달할 첫걸음·신발·하루 반응 관련 정보를 정리하는 아침 발뒤꿈치 통증 기록을 만든다.","아침 발뒤꿈치 통증 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","아침 발뒤꿈치 통증의 진료 준비에는 첫걸음·신발·하루 반응 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","AAOS: 아침 발뒤꿈치 통증에서 증상·위험 신호를 분류할 기준 확인 | NHS: 아침 발뒤꿈치 통증에서 진료 전 기록할 사실과 복용 맥락 확인 | CDC: 당뇨가 있거나 의심될 때 발 통증·상처·감각 변화를 안전하게 상담할 기준을 확인할 수 있는가?","아침 발뒤꿈치 통증은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 첫걸음·신발·하루 반응이라는 고유한 결정 순간을 다룬다.","/article/health-checkup-questions | /article/medication-reconciliation-sheet | /article/new-headache-pattern-card","아침 발뒤꿈치 통증이 시작된 장면과 날짜 | 첫걸음·신발·하루 반응을 구분하는 관찰 기준 | 아침 발뒤꿈치 통증과 함께 확인할 동반 변화 | 아침 발뒤꿈치 통증 기록에 남길 복용·검사·생활 맥락 | 아침 발뒤꿈치 통증 상담에서 바로 전달할 질문","아침 발뒤꿈치 통증 5칸 결정 기록표"
"d012","기침할 때와 급할 때 모두 샐 때: 두 장면을 섞지 않는 배뇨 기록","mixed-incontinence-situation-log","배뇨·골반","done","97","output/wonon/batch-110/qa/d012-mixed-incontinence-situation-log.json","output/wonon/batch-110/drafts/d012-mixed-incontinence-situation-log.mdx","output/wonon/batch-110/research/d012-mixed-incontinence-situation-log.json","기침 급박 소변 누수: 기침 누수·급박 누수을 한 장의 진료 준비 기록으로 정리합니다.","기침 급박 소변 누수","기침 급박 소변 누수, 기침 누수·급박 누수, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","기침 누수·급박 누수","기침 급박 소변 누수 때문에 의료진에게 전달할 기침 누수·급박 누수 관련 정보를 정리하는 기침 급박 소변 누수 기록을 만든다.","기침 급박 소변 누수 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","기침 급박 소변 누수의 진료 준비에는 기침 누수·급박 누수 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NIDDK: 기침 급박 소변 누수에서 증상·위험 신호를 분류할 기준 확인 | ACOG: 기침 급박 소변 누수에서 진료 전 기록할 사실과 복용 맥락 확인 | NHS: 기침 급박 소변 누수에서 지체하지 않고 의료진에게 전달할 동반 변화 확인","기침 급박 소변 누수은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 기침 누수·급박 누수이라는 고유한 결정 순간을 다룬다.","/article/health-checkup-questions | /article/medication-reconciliation-sheet | /article/new-headache-pattern-card","기침 급박 소변 누수이 시작된 장면과 날짜 | 기침 누수·급박 누수을 구분하는 관찰 기준 | 기침 급박 소변 누수과 함께 확인할 동반 변화 | 기침 급박 소변 누수 기록에 남길 복용·검사·생활 맥락 | 기침 급박 소변 누수 상담에서 바로 전달할 질문","기침 급박 소변 누수 5칸 결정 기록표"
"d013","골반이 빠지는 듯 묵직할 때: 서기·배뇨·배변 변화를 나누는 메모","pelvic-organ-prolapse-function-note","배뇨·골반","done","97","output/wonon/batch-110/qa/d013-pelvic-organ-prolapse-function-note.json","output/wonon/batch-110/drafts/d013-pelvic-organ-prolapse-function-note.mdx","output/wonon/batch-110/research/d013-pelvic-organ-prolapse-function-note.json","골반장기탈출 느낌: 자세·배뇨·배변 기능을 한 장의 진료 준비 기록으로 정리합니다.","골반장기탈출 느낌","골반장기탈출 느낌, 자세·배뇨·배변 기능, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","자세·배뇨·배변 기능","골반장기탈출 느낌 때문에 의료진에게 전달할 자세·배뇨·배변 기능 관련 정보를 정리하는 골반장기탈출 느낌 기록을 만든다.","골반장기탈출 느낌 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","골반장기탈출 느낌의 진료 준비에는 자세·배뇨·배변 기능 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","ACOG: 골반장기탈출 느낌에서 증상·위험 신호를 분류할 기준 확인 | NHS: 골반장기탈출 느낌에서 진료 전 기록할 사실과 복용 맥락 확인 | MedlinePlus: 골반장기탈출 느낌에서 지체하지 않고 의료진에게 전달할 동반 변화 확인","골반장기탈출 느낌은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 자세·배뇨·배변 기능이라는 고유한 결정 순간을 다룬다.","/article/health-checkup-questions | /article/medication-reconciliation-sheet | /article/new-headache-pattern-card","골반장기탈출 느낌이 시작된 장면과 날짜 | 자세·배뇨·배변 기능을 구분하는 관찰 기준 | 골반장기탈출 느낌과 함께 확인할 동반 변화 | 골반장기탈출 느낌 기록에 남길 복용·검사·생활 맥락 | 골반장기탈출 느낌 상담에서 바로 전달할 질문","골반장기탈출 느낌 5칸 결정 기록표"
"d014","대변을 참기 어렵거나 새는 날: 변 형태와 급박감을 나누는 일지","fecal-urgency-incontinence-log","배변·골반","done","97","output/wonon/batch-110/qa/d014-fecal-urgency-incontinence-log.json","output/wonon/batch-110/drafts/d014-fecal-urgency-incontinence-log.mdx","output/wonon/batch-110/research/d014-fecal-urgency-incontinence-log.json","대변 급박감 누수: 변 형태·급박감·누수을 한 장의 진료 준비 기록으로 정리합니다.","대변 급박감 누수","대변 급박감 누수, 변 형태·급박감·누수, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","변 형태·급박감·누수","대변 급박감 누수 때문에 의료진에게 전달할 변 형태·급박감·누수 관련 정보를 정리하는 대변 급박감 누수 기록을 만든다.","대변 급박감 누수 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","대변 급박감 누수의 진료 준비에는 변 형태·급박감·누수 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","MedlinePlus: 대변 급박감 누수에서 증상·위험 신호를 분류할 기준 확인 | NHS: 대변 급박감 누수에서 진료 전 기록할 사실과 복용 맥락 확인 | MedlinePlus: 대변 급박감 누수에서 지체하지 않고 의료진에게 전달할 동반 변화 확인","대변 급박감 누수은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 변 형태·급박감·누수이라는 고유한 결정 순간을 다룬다.","/article/health-checkup-questions | /article/medication-reconciliation-sheet | /article/new-headache-pattern-card","대변 급박감 누수이 시작된 장면과 날짜 | 변 형태·급박감·누수을 구분하는 관찰 기준 | 대변 급박감 누수과 함께 확인할 동반 변화 | 대변 급박감 누수 기록에 남길 복용·검사·생활 맥락 | 대변 급박감 누수 상담에서 바로 전달할 질문","대변 급박감 누수 5칸 결정 기록표"
"d015","변비약을 오래 쓰고 있을 때: 제품·횟수·새 증상을 적는 복용 로그","long-term-laxative-log","소화·배변","done","97","output/wonon/batch-110/qa/d015-long-term-laxative-log.json","output/wonon/batch-110/drafts/d015-long-term-laxative-log.mdx","output/wonon/batch-110/research/d015-long-term-laxative-log.json","변비약 장기 복용: 제품·복용 간격·새 변화을 한 장의 진료 준비 기록으로 정리합니다.","변비약 장기 복용","변비약 장기 복용, 제품·복용 간격·새 변화, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","제품·복용 간격·새 변화","변비약 장기 복용 때문에 의료진에게 전달할 제품·복용 간격·새 변화 관련 정보를 정리하는 변비약 장기 복용 기록을 만든다.","변비약 장기 복용 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","변비약 장기 복용의 진료 준비에는 제품·복용 간격·새 변화 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NIDDK: 변비약 장기 복용에서 증상·위험 신호를 분류할 기준 확인 | MedlinePlus: 변비약 장기 복용에서 진료 전 기록할 사실과 복용 맥락 확인 | NHS: 변비약 장기 복용에서 지체하지 않고 의료진에게 전달할 동반 변화 확인","변비약 장기 복용은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 제품·복용 간격·새 변화이라는 고유한 결정 순간을 다룬다.","/article/health-checkup-questions | /article/medication-reconciliation-sheet | /article/new-headache-pattern-card","변비약 장기 복용이 시작된 장면과 날짜 | 제품·복용 간격·새 변화을 구분하는 관찰 기준 | 변비약 장기 복용과 함께 확인할 동반 변화 | 변비약 장기 복용 기록에 남길 복용·검사·생활 맥락 | 변비약 장기 복용 상담에서 바로 전달할 질문","변비약 장기 복용 5칸 결정 기록표"
"d016","배가 계속 더부룩하고 금방 배부를 때: 시간·식욕·체중 변화를 적는 일지","persistent-bloating-early-satiety-log","소화·배변","done","97","output/wonon/batch-110/qa/d016-persistent-bloating-early-satiety-log.json","output/wonon/batch-110/drafts/d016-persistent-bloating-early-satiety-log.mdx","output/wonon/batch-110/research/d016-persistent-bloating-early-satiety-log.json","지속 팽만 조기 포만: 팽만 시간·식욕·체중을 한 장의 진료 준비 기록으로 정리합니다.","지속 팽만 조기 포만","지속 팽만 조기 포만, 팽만 시간·식욕·체중, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","팽만 시간·식욕·체중","지속 팽만 조기 포만 때문에 의료진에게 전달할 팽만 시간·식욕·체중 관련 정보를 정리하는 지속 팽만 조기 포만 기록을 만든다.","지속 팽만 조기 포만 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","지속 팽만 조기 포만의 진료 준비에는 팽만 시간·식욕·체중 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NHS: 지속 팽만 조기 포만에서 증상·위험 신호를 분류할 기준 확인 | NCI: 지속 팽만 조기 포만에서 진료 전 기록할 사실과 복용 맥락 확인 | NIDDK: 지속 팽만 조기 포만에서 지체하지 않고 의료진에게 전달할 동반 변화 확인","지속 팽만 조기 포만은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 팽만 시간·식욕·체중이라는 고유한 결정 순간을 다룬다.","/article/health-checkup-questions | /article/medication-reconciliation-sheet | /article/new-headache-pattern-card","지속 팽만 조기 포만이 시작된 장면과 날짜 | 팽만 시간·식욕·체중을 구분하는 관찰 기준 | 지속 팽만 조기 포만과 함께 확인할 동반 변화 | 지속 팽만 조기 포만 기록에 남길 복용·검사·생활 맥락 | 지속 팽만 조기 포만 상담에서 바로 전달할 질문","지속 팽만 조기 포만 5칸 결정 기록표"
"d017","식후 오른쪽 윗배가 아플 때: 통증 경로와 구토·열을 적는 상담표","postmeal-upper-abdominal-pain-note","소화·배변","done","98","output/wonon/batch-110/qa/d017-postmeal-upper-abdominal-pain-note.json","output/wonon/batch-110/drafts/d017-postmeal-upper-abdominal-pain-note.mdx","output/wonon/batch-110/research/d017-postmeal-upper-abdominal-pain-note.json","식후 오른쪽 윗배 통증: 식사·통증 경로·열을 한 장의 진료 준비 기록으로 정리합니다.","식후 오른쪽 윗배 통증","식후 오른쪽 윗배 통증, 식사·통증 경로·열, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","식사·통증 경로·열","식후 오른쪽 윗배 통증 때문에 의료진에게 전달할 식사·통증 경로·열 관련 정보를 정리하는 식후 오른쪽 윗배 통증 기록을 만든다.","식후 오른쪽 윗배 통증 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","식후 오른쪽 윗배 통증의 진료 준비에는 식사·통증 경로·열 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NIDDK: 식후 오른쪽 윗배 통증에서 증상·위험 신호를 분류할 기준 확인 | NHS: 식후 오른쪽 윗배 통증에서 진료 전 기록할 사실과 복용 맥락 확인 | MedlinePlus: 식후 오른쪽 윗배 통증에서 지체하지 않고 의료진에게 전달할 동반 변화 확인","식후 오른쪽 윗배 통증은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 식사·통증 경로·열이라는 고유한 결정 순간을 다룬다.","/article/health-checkup-questions | /article/medication-reconciliation-sheet | /article/new-headache-pattern-card","식후 오른쪽 윗배 통증이 시작된 장면과 날짜 | 식사·통증 경로·열을 구분하는 관찰 기준 | 식후 오른쪽 윗배 통증과 함께 확인할 동반 변화 | 식후 오른쪽 윗배 통증 기록에 남길 복용·검사·생활 맥락 | 식후 오른쪽 윗배 통증 상담에서 바로 전달할 질문","식후 오른쪽 윗배 통증 5칸 결정 기록표"
"d018","지방간 소견 뒤: 술·약·대사 결과를 한 장에 모으는 재확인표","fatty-liver-medication-metabolic-sheet","대사·간건강","done","97","output/wonon/batch-110/qa/d018-fatty-liver-medication-metabolic-sheet.json","output/wonon/batch-110/drafts/d018-fatty-liver-medication-metabolic-sheet.mdx","output/wonon/batch-110/research/d018-fatty-liver-medication-metabolic-sheet.json","지방간 약 술 대사: 음주·복용품·대사 검사을 한 장의 진료 준비 기록으로 정리합니다.","지방간 약 술 대사","지방간 약 술 대사, 음주·복용품·대사 검사, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","음주·복용품·대사 검사","지방간 약 술 대사 때문에 의료진에게 전달할 음주·복용품·대사 검사 관련 정보를 정리하는 지방간 약 술 대사 기록을 만든다.","지방간 약 술 대사 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","지방간 약 술 대사의 진료 준비에는 음주·복용품·대사 검사 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NIDDK: 지방간 소견 뒤: 술·약·대사 결과를 한 장에 모으는 재확인표 관련 공식 자료로 확인할 정보 | NIAAA: 지방간 소견 뒤: 술·약·대사 결과를 한 장에 모으는 재확인표 관련 공식 자료로 확인할 정보 | LiverTox (NIH): 지방간 소견 뒤: 술·약·대사 결과를 한 장에 모으는 재확인표 관련 공식 자료로 확인할 정보","지방간 약 술 대사은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 음주·복용품·대사 검사이라는 고유한 결정 순간을 다룬다.","/article/fatty-liver-visit-questions | /article/pain-reliever-use-context-log | /article/supplement-before-adding-card","검진 문구를 그대로 옮기기 | 음주량과 최근 변화 분리 | 약·보충제 시작/중단선 표시 | 혈당·지질·체중 결과 연결 | 황달·심한 복통 등 즉시 연락 신호와 진료 질문","4열 간-대사 재확인표"
"d019","eGFR과 소변 알부민 결과를 받았을 때: 수치·혈압·당뇨 맥락을 묻는 질문지","egfr-urine-albumin-context","대사·신장","done","97","output/wonon/batch-110/qa/d019-egfr-urine-albumin-context.json","output/wonon/batch-110/drafts/d019-egfr-urine-albumin-context.mdx","output/wonon/batch-110/research/d019-egfr-urine-albumin-context.json","eGFR 소변 알부민: 검사 추세·혈압·당뇨을 한 장의 진료 준비 기록으로 정리합니다.","eGFR 소변 알부민","eGFR 소변 알부민, 검사 추세·혈압·당뇨, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","검사 추세·혈압·당뇨","eGFR 소변 알부민 때문에 의료진에게 전달할 검사 추세·혈압·당뇨 관련 정보를 정리하는 eGFR 소변 알부민 기록을 만든다.","eGFR 소변 알부민 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","eGFR 소변 알부민의 진료 준비에는 검사 추세·혈압·당뇨 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","National Kidney Foundation: eGFR과 소변 알부민 결과를 받았을 때: 수치·혈압·당뇨 맥락을 묻는 질문지 관련 공식 자료로 확인할 정보 | NIDDK: eGFR과 소변 알부민 결과를 받았을 때: 수치·혈압·당뇨 맥락을 묻는 질문지 관련 공식 자료로 확인할 정보 | CDC: eGFR과 소변 알부민 결과를 받았을 때: 수치·혈압·당뇨 맥락을 묻는 질문지 관련 공식 자료로 확인할 정보","eGFR 소변 알부민은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 검사 추세·혈압·당뇨이라는 고유한 결정 순간을 다룬다.","/article/blood-pressure-log-measurement-conditions | /article/fasting-glucose-result-context | /article/medication-reconciliation-sheet","eGFR과 UACR 용어 구분 | 한 번의 결과와 지속성 구분 | 혈압·당뇨·감염·탈수 사건 표시 | 신장에 영향 가능한 약 목록 대조 | 부종·소변 감소 등 연락 기준과 재검 질문","신장지표 2축 추적 카드"
"d020","감기약이나 진통제를 고르기 전: 혈압·신장 위험을 확인하는 복용 카드","cold-pain-medicine-bp-kidney-card","복약 안전","done","97","output/wonon/batch-110/qa/d020-cold-pain-medicine-bp-kidney-card.json","output/wonon/batch-110/drafts/d020-cold-pain-medicine-bp-kidney-card.mdx","output/wonon/batch-110/research/d020-cold-pain-medicine-bp-kidney-card.json","감기약 진통제 혈압 신장: 기저질환·복용품·증상을 한 장의 진료 준비 기록으로 정리합니다.","감기약 진통제 혈압 신장","감기약 진통제 혈압 신장, 기저질환·복용품·증상, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","기저질환·복용품·증상","감기약 진통제 혈압 신장 때문에 의료진에게 전달할 기저질환·복용품·증상 관련 정보를 정리하는 감기약 진통제 혈압 신장 기록을 만든다.","감기약 진통제 혈압 신장 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","감기약 진통제 혈압 신장의 진료 준비에는 기저질환·복용품·증상 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","MedlinePlus (NLM): 고혈압이 있을 때 OTC 감기약·진통제의 활성성분과 코막힘약 주의사항을 확인할 정보 | FDA: 감기약이나 진통제를 고르기 전: 혈압·신장 위험을 확인하는 복용 카드 관련 공식 자료로 확인할 정보 | NIDDK: 감기약이나 진통제를 고르기 전: 혈압·신장 위험을 확인하는 복용 카드 관련 공식 자료로 확인할 정보","감기약 진통제 혈압 신장은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 기저질환·복용품·증상이라는 고유한 결정 순간을 다룬다.","/article/pain-reliever-use-context-log | /article/medication-reconciliation-sheet | /article/blood-pressure-medicine-dizziness-table","제품 라벨의 활성성분 찾기 | 중복 진통·코막힘 성분 걸러내기 | 혈압·신장·심장 상태 연결 | 현재 처방약과 대조 | 흉통·호흡곤란·실신 등 즉시 도움 기준","OTC 성분-위험 확인 카드"
"d021","당화혈색소가 경계일 때: 공복 수치·식후 졸림·가족력을 묻는 결과표","hba1c-prediabetes-context","대사·혈당","done","97","output/wonon/batch-110/qa/d021-hba1c-prediabetes-context.json","output/wonon/batch-110/drafts/d021-hba1c-prediabetes-context.mdx","output/wonon/batch-110/research/d021-hba1c-prediabetes-context.json","당화혈색소 경계: 수치 추세·식후 변화·가족력을 한 장의 진료 준비 기록으로 정리합니다.","당화혈색소 경계","당화혈색소 경계, 수치 추세·식후 변화·가족력, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","수치 추세·식후 변화·가족력","당화혈색소 경계 때문에 의료진에게 전달할 수치 추세·식후 변화·가족력 관련 정보를 정리하는 당화혈색소 경계 기록을 만든다.","당화혈색소 경계 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","당화혈색소 경계의 진료 준비에는 수치 추세·식후 변화·가족력 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","CDC: 당화혈색소가 경계일 때: 공복 수치·식후 졸림·가족력을 묻는 결과표 관련 공식 자료로 확인할 정보 | NIDDK: 당화혈색소가 경계일 때: 공복 수치·식후 졸림·가족력을 묻는 결과표 관련 공식 자료로 확인할 정보 | NHLBI: 당화혈색소가 경계일 때: 공복 수치·식후 졸림·가족력을 묻는 결과표 관련 공식 자료로 확인할 정보","당화혈색소 경계은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 수치 추세·식후 변화·가족력이라는 고유한 결정 순간을 다룬다.","/article/fasting-glucose-result-context | /article/fasting-glucose-sleepiness-log | /article/family-blood-pressure-context","결과와 기준 질문 적기 | 공복·식후 측정값 분리 | 가족력·체중 변화 표시 | 빈혈·신장질환 등 해석 영향 질문 | 심한 갈증·의식 변화의 신속 연락 기준","HbA1c 결과 맥락표"
"d022","식은땀과 떨림이 반복될 때: 식사 간격·측정값·실신을 나누는 기록","sweating-tremor-hypoglycemia-like-log","대사·혈당","done","97","output/wonon/batch-110/qa/d022-sweating-tremor-hypoglycemia-like-log.json","output/wonon/batch-110/drafts/d022-sweating-tremor-hypoglycemia-like-log.mdx","output/wonon/batch-110/research/d022-sweating-tremor-hypoglycemia-like-log.json","식은땀 떨림 저혈당 느낌: 식사 간격·측정값·실신을 한 장의 진료 준비 기록으로 정리합니다.","식은땀 떨림 저혈당 느낌","식은땀 떨림 저혈당 느낌, 식사 간격·측정값·실신, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","식사 간격·측정값·실신","식은땀 떨림 저혈당 느낌 때문에 의료진에게 전달할 식사 간격·측정값·실신 관련 정보를 정리하는 식은땀 떨림 저혈당 느낌 기록을 만든다.","식은땀 떨림 저혈당 느낌 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","식은땀 떨림 저혈당 느낌의 진료 준비에는 식사 간격·측정값·실신 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NIDDK: 식은땀과 떨림이 반복될 때: 식사 간격·측정값·실신을 나누는 기록 관련 공식 자료로 확인할 정보 | CDC: 식은땀과 떨림이 반복될 때: 식사 간격·측정값·실신을 나누는 기록 관련 공식 자료로 확인할 정보 | NHS: 식은땀과 떨림이 반복될 때: 식사 간격·측정값·실신을 나누는 기록 관련 공식 자료로 확인할 정보","식은땀 떨림 저혈당 느낌은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 식사 간격·측정값·실신이라는 고유한 결정 순간을 다룬다.","/article/fasting-glucose-sleepiness-log | /article/dizziness-context-safety-table | /article/new-headache-pattern-card","증상 시작과 회복 시각 | 식사·음주·운동 간격 | 측정값과 미측정 구분 | 당뇨약·인슐린 여부 확인 | 실신·혼돈·경련 시 응급 도움 기준","증상-식사-측정값 사건 일지"
"d023","갑상선 결절 추적을 들었을 때: 초음파 날짜와 목 변화 질문지","thyroid-nodule-followup-questions","갑상선","done","97","output/wonon/batch-110/qa/d023-thyroid-nodule-followup-questions.json","output/wonon/batch-110/drafts/d023-thyroid-nodule-followup-questions.mdx","output/wonon/batch-110/research/d023-thyroid-nodule-followup-questions.json","갑상선 결절 추적: 초음파 날짜·목 변화·가족력을 한 장의 진료 준비 기록으로 정리합니다.","갑상선 결절 추적","갑상선 결절 추적, 초음파 날짜·목 변화·가족력, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","초음파 날짜·목 변화·가족력","갑상선 결절 추적 때문에 의료진에게 전달할 초음파 날짜·목 변화·가족력 관련 정보를 정리하는 갑상선 결절 추적 기록을 만든다.","갑상선 결절 추적 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","갑상선 결절 추적의 진료 준비에는 초음파 날짜·목 변화·가족력 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","American Thyroid Association: 갑상선 결절 추적을 들었을 때: 초음파 날짜와 목 변화 질문지 관련 공식 자료로 확인할 정보 | NCI: 갑상선 결절 추적을 들었을 때: 초음파 날짜와 목 변화 질문지 관련 공식 자료로 확인할 정보 | NHS: 갑상선 결절 추적을 들었을 때: 초음파 날짜와 목 변화 질문지 관련 공식 자료로 확인할 정보","갑상선 결절 추적은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 초음파 날짜·목 변화·가족력이라는 고유한 결정 순간을 다룬다.","/article/swallowing-difficulty-visit-note | /article/borderline-thyroid-context-note | /article/family-blood-pressure-context","보고서 원문과 날짜 보관 | 이전 영상 비교 질문 | 목 압박·목소리·삼킴 변화 분리 | 가족력·방사선 노출 전달 | 빠른 평가가 필요한 변화와 추적 예약 확인","결절 영상 이력 질문지"
"d024","빈혈 결과와 피로가 함께 있을 때: 출혈·식사·숨참을 나누는 질문지","anemia-result-context-questions","혈액·피로","done","97","output/wonon/batch-110/qa/d024-anemia-result-context-questions.json","output/wonon/batch-110/drafts/d024-anemia-result-context-questions.mdx","output/wonon/batch-110/research/d024-anemia-result-context-questions.json","빈혈 검사 결과: 출혈·식사·피로 맥락을 한 장의 진료 준비 기록으로 정리합니다.","빈혈 검사 결과","빈혈 검사 결과, 출혈·식사·피로 맥락, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","출혈·식사·피로 맥락","빈혈 검사 결과 때문에 의료진에게 전달할 출혈·식사·피로 맥락 관련 정보를 정리하는 빈혈 검사 결과 기록을 만든다.","빈혈 검사 결과 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","빈혈 검사 결과의 진료 준비에는 출혈·식사·피로 맥락 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NHLBI: 빈혈 결과와 피로가 함께 있을 때: 출혈·식사·숨참을 나누는 질문지 관련 공식 자료로 확인할 정보 | ACOG: 빈혈 결과와 피로가 함께 있을 때: 출혈·식사·숨참을 나누는 질문지 관련 공식 자료로 확인할 정보 | NHS: 빈혈 결과와 피로가 함께 있을 때: 출혈·식사·숨참을 나누는 질문지 관련 공식 자료로 확인할 정보","빈혈 검사 결과은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 출혈·식사·피로 맥락이라는 고유한 결정 순간을 다룬다.","/article/fatigue-pacing-week-map | /article/screening-new-bleeding-contact | /article/stairs-breathlessness-route","검사명·수치·날짜 옮기기 | 월경외 출혈·변색 등 출혈 질문 | 식사·위장 증상 분리 | 계단 숨참·흉통 안전 분류 | 진료실 검사·원인 질문","빈혈 맥락 질문 4분면"
